pixel_x,pixel_y,x_center_mm,y_center_mm,n_events,n_detected,efficiency,mean_nph_total,mean_edep_total,mean_active_channels
5,2,5.5,2.5,20,7,0.35,3.5,0.611862,1.85
5,3,5.5,3.5,20,14,0.7,5.6,0.823385,2.45
5,4,5.5,4.5,20,14,0.7,5.2,0.596431,2.15
5,5,5.5,5.5,20,18,0.9,5.8,0.749143,2.7
5,6,5.5,6.5,20,11,0.55,4.3,0.581439,2.1
5,7,5.5,7.5,20,18,0.9,6.25,0.698629,2.95
5,8,5.5,8.5,20,16,0.8,5.6,0.60255,2.4
5,9,5.5,9.5,20,19,0.95,7.8,0.728078,3.2
5,10,5.5,10.5,20,10,0.5,5.25,0.567046,2
5,11,5.5,11.5,20,19,0.95,6.9,0.714392,2.65
5,12,5.5,12.5,20,17,0.85,8.05,0.547484,2
5,13,5.5,13.5,20,19,0.95,8.6,0.668683,2.45
5,14,5.5,14.5,20,11,0.55,8.75,0.586793,1.85
5,15,5.5,15.5,20,20,1,12.8,0.679991,2.75
5,16,5.5,16.5,20,16,0.8,14.1,0.583267,2.3
6,-16,6.5,-15.5,20,0,0,9.8,0.183708,1
6,-15,6.5,-14.5,20,9,0.45,8.75,0.345613,1.45
6,-14,6.5,-13.5,20,7,0.35,7.65,0.343315,1.35
6,-13,6.5,-12.5,20,18,0.9,9.95,0.567887,2.35
6,-12,6.5,-11.5,20,16,0.8,7,0.376303,1.85
6,-11,6.5,-10.5,20,18,0.9,8.3,0.556928,2.5
6,-10,6.5,-9.5,20,14,0.7,5.75,0.491917,1.8
6,-9,6.5,-8.5,20,20,1,7.75,0.569967,2.6
6,-8,6.5,-7.5,20,16,0.8,4.9,0.343495,1.8
6,-7,6.5,-6.5,20,14,0.7,4.35,0.495829,2
6,-6,6.5,-5.5,20,7,0.35,2.95,0.371183,1.3
6,-5,6.5,-4.5,20,14,0.7,4.45,0.553829,2.05
6,-4,6.5,-3.5,20,11,0.55,3.05,0.359485,1.5
6,-3,6.5,-2.5,20,16,0.8,4.75,0.530161,2.35
6,-2,6.5,-1.5,20,7,0.35,1.85,0.389372,1.2
6,-1,6.5,-0.5,20,11,0.55,4.85,0.605236,2.15
6,0,6.5,0.5,20,12,0.6,2.85,0.348149,1.6
6,1,6.5,1.5,20,17,0.85,5.75,0.610057,2.55
6,2,6.5,2.5,20,8,0.4,2.25,0.352804,1.3
6,3,6.5,3.5,20,7,0.35,3.45,0.540796,1.7
6,4,6.5,4.5,20,7,0.35,3.1,0.387384,1.3
6,5,6.5,5.5,20,11,0.55,3.7,0.542712,2.05
6,6,6.5,6.5,20,3,0.15,1.15,0.41305,0.8
6,7,6.5,7.5,20,8,0.4,4.1,0.557731,1.95
6,8,6.5,8.5,20,10,0.5,5.85,0.4846,1.65
6,9,6.5,9.5,20,7,0.35,2.65,0.525777,1.55
6,10,6.5,10.5,20,3,0.15,1.1,0.339833,0.95
6,11,6.5,11.5,20,6,0.3,3.2,0.579968,1.85
6,12,6.5,12.5,20,6,0.3,2.75,0.315759,1.3
6,13,6.5,13.5,20,5,0.25,2.7,0.538514,1.55
6,14,6.5,14.5,20,4,0.2,1.6,0.382655,1
6,15,6.5,15.5,20,9,0.45,4.2,0.553596,1.9
6,16,6.5,16.5,20,5,0.25,2.3,0.335011,1.15
7,-16,7.5,-15.5,20,1,0.05,11.75,0.422053,1.25
7,-15,7.5,-14.5,20,6,0.3,9.3,0.533133,1.75
7,-14,7.5,-13.5,20,12,0.6,9,0.588041,2.15
7,-13,7.5,-12.5,20,19,0.95,11.2,0.760013,2.75
7,-12,7.5,-11.5,20,17,0.85,7.75,0.51331,2.15
7,-11,7.5,-10.5,20,18,0.9,8.85,0.750013,2.45
7,-10,7.5,-9.5,20,9,0.45,5.75,0.504373,1.9
7,-9,7.5,-8.5,20,19,0.95,8.1,0.756396,2.8
7,-8,7.5,-7.5,20,20,1,6.4,0.537571,2.4
7,-7,7.5,-6.5,20,17,0.85,5.65,0.687575,2.4
7,-6,7.5,-5.5,20,4,0.2,2.55,0.515554,1.4
7,-5,7.5,-4.5,20,16,0.8,7.95,0.745125,2.55
7,-4,7.5,-3.5,20,17,0.85,5.2,0.512299,2.4
7,-3,7.5,-2.5,20,17,0.85,5.9,0.722248,2.45
7,-2,7.5,-1.5,20,8,0.4,2.8,0.561399,1.7
7,-1,7.5,-0.5,20,16,0.8,5.05,0.695136,2.2
7,0,7.5,0.5,20,18,0.9,5.2,0.587552,2.4
7,1,7.5,1.5,20,18,0.9,5.8,0.672526,3.1
7,2,7.5,2.5,20,13,0.65,3.6,0.511316,2.15
7,3,7.5,3.5,20,19,0.95,5.6,0.755995,2.95
7,4,7.5,4.5,20,17,0.85,5.5,0.586408,2.3
7,5,7.5,5.5,20,16,0.8,5.9,0.749692,2.75
7,6,7.5,6.5,20,11,0.55,3.65,0.525102,2
7,7,7.5,7.5,20,15,0.75,5.25,0.714535,2.25
7,8,7.5,8.5,20,19,0.95,5.8,0.57194,2.5
7,9,7.5,9.5,20,16,0.8,7.25,0.696898,2.45
7,10,7.5,10.5,20,10,0.5,4.7,0.541987,1.75
7,11,7.5,11.5,20,19,0.95,10.2,0.770574,2.7
7,12,7.5,12.5,20,18,0.9,7.1,0.535258,2.25
7,13,7.5,13.5,20,18,0.9,8.4,0.689878,2.7
7,14,7.5,14.5,20,11,0.55,15.75,0.683612,2.1
7,15,7.5,15.5,20,19,0.95,11.15,0.713114,2.65
7,16,7.5,16.5,20,16,0.8,12.3,0.539084,2.05
8,-16,8.5,-15.5,20,0,0,0.75,0.201035,0.45
8,-15,8.5,-14.5,20,4,0.2,1.2,0.375618,0.85
8,-14,8.5,-13.5,20,3,0.15,0.85,0.368816,0.7
8,-13,8.5,-12.5,20,4,0.2,4.35,0.513531,1.45
8,-12,8.5,-11.5,20,1,0.05,2.95,0.346436,0.95
8,-11,8.5,-10.5,20,7,0.35,4.7,0.539847,1.8
8,-10,8.5,-9.5,20,4,0.2,1.65,0.367862,1.15
8,-9,8.5,-8.5,20,9,0.45,3.4,0.516031,1.75
8,-8,8.5,-7.5,20,9,0.45,3.75,0.361196,1.4
8,-7,8.5,-6.5,20,8,0.4,3.65,0.522452,1.8
8,-6,8.5,-5.5,20,5,0.25,1.25,0.34886,0.9
8,-5,8.5,-4.5,20,9,0.45,4.9,0.58036,2
8,-4,8.5,-3.5,20,11,0.55,4.35,0.43461,1.55
8,-3,8.5,-2.5,20,14,0.7,4.7,0.522401,2.15
8,-2,8.5,-1.5,20,8,0.4,1.95,0.340721,1.3
8,-1,8.5,-0.5,20,12,0.6,4.5,0.570038,1.9
8,0,8.5,0.5,20,8,0.4,4.35,0.393047,1.4
8,1,8.5,1.5,20,14,0.7,3.8,0.559238,2
8,2,8.5,2.5,20,7,0.35,1.9,0.317865,1.15
8,3,8.5,3.5,20,17,0.85,6.3,0.58195,2.1
8,4,8.5,4.5,20,17,0.85,4.85,0.36083,1.8
8,5,8.5,5.5,20,17,0.85,5.15,0.513983,2.25
8,6,8.5,6.5,20,11,0.55,3.2,0.388155,1.45
8,7,8.5,7.5,20,19,0.95,6.1,0.53327,2.3
8,8,8.5,8.5,20,17,0.85,5.65,0.367663,1.95
8,9,8.5,9.5,20,17,0.85,7.1,0.541772,2.4
8,10,8.5,10.5,20,11,0.55,4.45,0.378742,1.55
8,11,8.5,11.5,20,20,1,8.65,0.536808,2.85
8,12,8.5,12.5,20,16,0.8,7.85,0.329691,1.8
8,13,8.5,13.5,20,19,0.95,9.05,0.530317,2.2
8,14,8.5,14.5,20,10,0.5,8.85,0.388573,1.55
8,15,8.5,15.5,20,20,1,11.7,0.523002,2.4
8,16,8.5,16.5,20,18,0.9,13.75,0.32978,1.9
9,-16,9.5,-15.5,20,0,0,8.8,0.320992,1.2
9,-15,9.5,-14.5,20,12,0.6,8.9,0.62672,2.2
9,-14,9.5,-13.5,20,10,0.5,7.95,0.565338,1.85
9,-13,9.5,-12.5,20,19,0.95,10.8,0.694817,2.8
9,-12,9.5,-11.5,20,19,0.95,10.25,0.607257,2.2
9,-11,9.5,-10.5,20,19,0.95,9.4,0.76464,3.05
9,-10,9.5,-9.5,20,10,0.5,5.8,0.558611,1.85
9,-9,9.5,-8.5,20,18,0.9,9.1,0.736844,2.7
9,-8,9.5,-7.5,20,18,0.9,5.75,0.516646,2.3
9,-7,9.5,-6.5,20,18,0.9,7.5,0.698392,2.8
9,-6,9.5,-5.5,20,10,0.5,4.6,0.661021,2
9,-5,9.5,-4.5,20,20,1,7.05,0.713726,3.05
9,-4,9.5,-3.5,20,19,0.95,5.95,0.575148,2.55
9,-3,9.5,-2.5,20,17,0.85,6.2,0.758351,2.5
9,-2,9.5,-1.5,20,8,0.4,3.15,0.611001,1.8
9,-1,9.5,-0.5,20,19,0.95,6.2,0.759663,2.95
9,0,9.5,0.5,20,16,0.8,5.55,0.529511,2.35
9,1,9.5,1.5,20,17,0.85,6.25,0.721812,2.75
9,2,9.5,2.5,20,9,0.45,4.85,0.553629,2.1
9,3,9.5,3.5,20,18,0.9,7,0.754107,2.65
9,4,9.5,4.5,20,17,0.85,6.35,0.541904,2.2
9,5,9.5,5.5,20,20,1,6.2,0.661454,2.65
9,6,9.5,6.5,20,7,0.35,3.35,0.540668,1.7
9,7,9.5,7.5,20,17,0.85,6.35,0.703506,2.8
9,8,9.5,8.5,20,19,0.95,7.45,0.506276,2.15
9,9,9.5,9.5,20,19,0.95,9.7,0.773287,2.75
9,10,9.5,10.5,20,9,0.45,4.65,0.521004,1.7
9,11,9.5,11.5,20,19,0.95,10.05,0.704401,2.45
9,12,9.5,12.5,20,19,0.95,9.7,0.545327,2.3
9,13,9.5,13.5,20,19,0.95,10.15,0.710365,2.55
9,14,9.5,14.5,20,7,0.35,10.1,0.624486,1.8
9,15,9.5,15.5,20,20,1,26.65,0.830295,2.65
9,16,9.5,16.5,20,20,1,13.8,0.518759,2.35
10,-16,10.5,-15.5,20,0,0,11.4,0.193516,1
10,-15,10.5,-14.5,20,7,0.35,9.2,0.332934,1.35
10,-14,10.5,-13.5,20,12,0.6,10.1,0.390674,1.6
10,-13,10.5,-12.5,20,20,1,11.5,0.556906,2.4
10,-12,10.5,-11.5,20,20,1,8.9,0.358144,2
10,-11,10.5,-10.5,20,19,0.95,8.2,0.498514,2.35
10,-10,10.5,-9.5,20,4,0.2,4.35,0.39956,1.15
10,-9,10.5,-8.5,20,17,0.85,8,0.529466,2.3
10,-8,10.5,-7.5,20,17,0.85,7,0.3351,1.85
10,-7,10.5,-6.5,20,16,0.8,6.35,0.482635,2.1
10,-6,10.5,-5.5,20,9,0.45,3.05,0.370413,1.35
10,-5,10.5,-4.5,20,14,0.7,6.7,0.604089,1.95
10,-4,10.5,-3.5,20,17,0.85,5.85,0.356366,1.9
10,-3,10.5,-2.5,20,16,0.8,6.25,0.549116,2.2
10,-2,10.5,-1.5,20,8,0.4,2.55,0.453945,1.3
10,-1,10.5,-0.5,20,16,0.8,6.95,0.525445,2.3
10,0,10.5,0.5,20,10,0.5,5.55,0.373426,1.5
10,1,10.5,1.5,20,16,0.8,5.25,0.556288,2.1
10,2,10.5,2.5,20,5,0.25,2.05,0.372791,1.1
10,3,10.5,3.5,20,12,0.6,5.5,0.566986,2
10,4,10.5,4.5,20,12,0.6,5.05,0.358018,1.55
10,5,10.5,5.5,20,11,0.55,4.55,0.543482,1.85
10,6,10.5,6.5,20,6,0.3,2.6,0.419689,1.2
10,7,10.5,7.5,20,13,0.65,5.1,0.584762,2.1
10,8,10.5,8.5,20,5,0.25,3.9,0.342406,1.25
10,9,10.5,9.5,20,8,0.4,3.95,0.52799,1.75
10,10,10.5,10.5,20,5,0.25,1.7,0.348015,0.95
10,11,10.5,11.5,20,11,0.55,4.75,0.515088,1.9
10,12,10.5,12.5,20,5,0.25,3.75,0.393738,1.25
10,13,10.5,13.5,20,7,0.35,5.95,0.51264,1.55
10,14,10.5,14.5,20,4,0.2,0.95,0.337785,0.85
10,15,10.5,15.5,20,0,0,4.8,0.571955,1.55
10,16,10.5,16.5,20,5,0.25,6.15,0.395475,1.3
11,-16,11.5,-15.5,20,0,0,9.7,0.347664,1.35
11,-15,11.5,-14.5,20,10,0.5,8.45,0.530503,1.7
11,-14,11.5,-13.5,20,8,0.4,10.2,0.578847,1.9
11,-13,11.5,-12.5,20,20,1,10.5,0.681502,2.7
11,-12,11.5,-11.5,20,20,1,11.35,0.53735,2.3
11,-11,11.5,-10.5,20,20,1,11.6,0.810754,3
11,-10,11.5,-9.5,20,9,0.45,6.55,0.578951,1.6
11,-9,11.5,-8.5,20,20,1,8.65,0.669011,3.05
11,-8,11.5,-7.5,20,19,0.95,8.25,0.521705,2.4
11,-7,11.5,-6.5,20,19,0.95,6.8,0.721908,2.75
11,-6,11.5,-5.5,20,13,0.65,4.5,0.563764,2.15
11,-5,11.5,-4.5,20,16,0.8,6.75,0.696819,2.9
11,-4,11.5,-3.5,20,18,0.9,6.9,0.512946,2.45
11,-3,11.5,-2.5,20,17,0.85,7.55,0.744366,2.55
11,-2,11.5,-1.5,20,6,0.3,3.25,0.551794,1.7
11,-1,11.5,-0.5,20,17,0.85,7.7,0.669505,2.5
11,0,11.5,0.5,20,19,0.95,7.85,0.550195,2.4
11,1,11.5,1.5,20,18,0.9,7.5,0.710646,2.65
11,2,11.5,2.5,20,6,0.3,4.25,0.550144,1.75
11,3,11.5,3.5,20,20,1,7.85,0.754945,2.35
11,4,11.5,4.5,20,18,0.9,7.5,0.532842,2.4
11,5,11.5,5.5,20,18,0.9,7.85,0.747838,2.75
11,6,11.5,6.5,20,4,0.2,3.15,0.532673,1.7
11,7,11.5,7.5,20,19,0.95,7.7,0.70155,2.9
11,8,11.5,8.5,20,18,0.9,7.2,0.509867,2.2
11,9,11.5,9.5,20,19,0.95,8.9,0.663395,2.75
11,10,11.5,10.5,20,8,0.4,4.9,0.520918,1.8
11,11,11.5,11.5,20,20,1,10.65,0.732,2.8
11,12,11.5,12.5,20,18,0.9,8.5,0.480498,2.4
11,13,11.5,13.5,20,19,0.95,12.65,0.783648,2.65
11,14,11.5,14.5,20,8,0.4,8.8,0.597168,1.75
11,15,11.5,15.5,20,20,1,16.1,0.790423,2.7
11,16,11.5,16.5,20,20,1,13.65,0.535913,2.45
12,-16,12.5,-15.5,20,0,0,0.3,0.169996,0.25
12,-15,12.5,-14.5,20,1,0.05,0.85,0.338768,0.65
12,-14,12.5,-13.5,20,1,0.05,0.9,0.364823,0.7
12,-13,12.5,-12.5,20,6,0.3,5.55,0.504588,1.35
12,-12,12.5,-11.5,20,6,0.3,5,0.35328,1.25
12,-11,12.5,-10.5,20,7,0.35,5.6,0.516785,1.65
12,-10,12.5,-9.5,20,5,0.25,1.55,0.386198,0.95
12,-9,12.5,-8.5,20,11,0.55,5.9,0.537836,1.9
12,-8,12.5,-7.5,20,5,0.25,4.75,0.368139,1.35
12,-7,12.5,-6.5,20,7,0.35,5.6,0.534823,1.75
12,-6,12.5,-5.5,20,4,0.2,0.9,0.384754,0.7
12,-5,12.5,-4.5,20,10,0.5,6.85,0.569022,2
12,-4,12.5,-3.5,20,10,0.5,6.2,0.332274,1.5
12,-3,12.5,-2.5,20,9,0.45,7.3,0.539593,1.8
12,-2,12.5,-1.5,20,7,0.35,2.1,0.400077,1.2
12,-1,12.5,-0.5,20,9,0.45,5.7,0.552422,1.75
12,0,12.5,0.5,20,15,0.75,17.1,0.394623,1.85
12,1,12.5,1.5,20,14,0.7,7,0.582773,2.2
12,2,12.5,2.5,20,4,0.2,2.3,0.381751,1.2
12,3,12.5,3.5,20,14,0.7,6.95,0.512807,2.15
12,4,12.5,4.5,20,18,0.9,6.65,0.32681,1.9
12,5,12.5,5.5,20,19,0.95,6.95,0.505162,2.15
12,6,12.5,6.5,20,6,0.3,3.3,0.387108,1.2
12,7,12.5,7.5,20,20,1,8.9,0.543218,2.65
12,8,12.5,8.5,20,20,1,8.35,0.372761,2
12,9,12.5,9.5,20,19,0.95,9.5,0.599237,2.45
12,10,12.5,10.5,20,9,0.45,4.7,0.362435,1.6
12,11,12.5,11.5,20,20,1,9.9,0.520323,2.55
12,12,12.5,12.5,20,20,1,10.45,0.345378,2
12,13,12.5,13.5,20,20,1,10.75,0.521548,2.6
12,14,12.5,14.5,20,5,0.25,7.4,0.353629,1.25
12,15,12.5,15.5,20,20,1,13.45,0.559675,2.55
12,16,12.5,16.5,20,19,0.95,13.05,0.330638,1.95
13,-16,13.5,-15.5,20,0,0,10.65,0.359206,1.3
13,-15,13.5,-14.5,20,7,0.35,10.75,0.600041,1.7
13,-14,13.5,-13.5,20,6,0.3,10.1,0.568968,1.6
13,-13,13.5,-12.5,20,20,1,15.55,0.801935,2.6
13,-12,13.5,-11.5,20,20,1,14.15,0.554209,2.45
13,-11,13.5,-10.5,20,18,0.9,10.85,0.721206,2.65
13,-10,13.5,-9.5,20,6,0.3,6.45,0.571564,1.8
13,-9,13.5,-8.5,20,17,0.85,10.95,0.737493,2.7
13,-8,13.5,-7.5,20,19,0.95,9.9,0.57804,2.5
13,-7,13.5,-6.5,20,19,0.95,11.6,0.808223,2.8
13,-6,13.5,-5.5,20,4,0.2,3.05,0.535563,1.45
13,-5,13.5,-4.5,20,18,0.9,9.35,0.69706,2.9
13,-4,13.5,-3.5,20,18,0.9,7.55,0.520548,2.15
13,-3,13.5,-2.5,20,19,0.95,9.45,0.723384,3
13,-2,13.5,-1.5,20,5,0.25,3.2,0.531919,1.95
13,-1,13.5,-0.5,20,18,0.9,8.6,0.724472,2.55
13,0,13.5,0.5,20,16,0.8,7.3,0.482568,2.3
13,1,13.5,1.5,20,17,0.85,9.4,0.706453,2.5
13,2,13.5,2.5,20,7,0.35,2.7,0.503619,1.75
13,3,13.5,3.5,20,18,0.9,12.05,0.752396,2.9
13,4,13.5,4.5,20,19,0.95,8.05,0.523785,2.5
13,5,13.5,5.5,20,20,1,10.9,0.752666,2.95
13,6,13.5,6.5,20,6,0.3,3.15,0.480427,1.7
13,7,13.5,7.5,20,18,0.9,10.35,0.765969,2.75
13,8,13.5,8.5,20,19,0.95,9.7,0.559566,2.45
13,9,13.5,9.5,20,19,0.95,10.6,0.708351,2.65
13,10,13.5,10.5,20,4,0.2,4.7,0.507418,1.6
13,11,13.5,11.5,20,20,1,13.1,0.73374,2.85
13,12,13.5,12.5,20,19,0.95,13,0.570745,2.35
13,13,13.5,13.5,20,20,1,14.1,0.748039,2.95
13,14,13.5,14.5,20,8,0.4,10.4,0.593054,1.6
13,15,13.5,15.5,20,20,1,14.65,0.659597,2.6
13,16,13.5,16.5,20,20,1,16.7,0.518237,2.3
14,-16,14.5,-15.5,20,0,0,10.5,0.182705,1
14,-15,14.5,-14.5,20,6,0.3,10.85,0.471105,1.4
14,-14,14.5,-13.5,20,6,0.3,6,0.331685,1.3
14,-13,14.5,-12.5,20,20,1,13.8,0.544452,2.5
14,-12,14.5,-11.5,20,19,0.95,10.25,0.338259,1.95
14,-11,14.5,-10.5,20,20,1,12.9,0.567679,2.25
14,-10,14.5,-9.5,20,3,0.15,5.05,0.346661,1.15
14,-9,14.5,-8.5,20,18,0.9,9,0.517267,2.15
14,-8,14.5,-7.5,20,16,0.8,8.25,0.328229,1.8
14,-7,14.5,-6.5,20,19,0.95,10.3,0.546777,2.3
14,-6,14.5,-5.5,20,5,0.25,1.9,0.33108,1.2
14,-5,14.5,-4.5,20,17,0.85,8.95,0.510135,2.1
14,-4,14.5,-3.5,20,17,0.85,8.8,0.349077,1.85
14,-3,14.5,-2.5,20,18,0.9,8.7,0.525682,2.25
14,-2,14.5,-1.5,20,4,0.2,1.6,0.338128,1.05
14,-1,14.5,-0.5,20,14,0.7,11.3,0.585421,1.95
14,0,14.5,0.5,20,13,0.65,9.6,0.400524,1.7
14,1,14.5,1.5,20,13,0.65,8.45,0.528397,1.9
14,2,14.5,2.5,20,3,0.15,1.5,0.353795,0.95
14,3,14.5,3.5,20,9,0.45,8.55,0.530011,2
14,4,14.5,4.5,20,11,0.55,8.4,0.375925,1.6
14,5,14.5,5.5,20,11,0.55,8.7,0.515659,1.95
14,6,14.5,6.5,20,4,0.2,1.05,0.367239,0.85
14,7,14.5,7.5,20,9,0.45,7.55,0.517775,1.85
14,8,14.5,8.5,20,8,0.4,7.3,0.329887,1.45
14,9,14.5,9.5,20,8,0.4,6.3,0.573574,1.65
14,10,14.5,10.5,20,3,0.15,1.45,0.358831,0.9
14,11,14.5,11.5,20,6,0.3,8.3,0.532106,1.65
14,12,14.5,12.5,20,10,0.5,7.65,0.34683,1.5
14,13,14.5,13.5,20,9,0.45,7.8,0.55742,1.8
14,14,14.5,14.5,20,0,0,0.45,0.321018,0.35
14,15,14.5,15.5,20,6,0.3,10.35,0.552427,1.4
14,16,14.5,16.5,20,11,0.55,8.8,0.366677,1.55
15,-16,15.5,-15.5,20,0,0,9.15,0.329305,1.4
15,-15,15.5,-14.5,20,7,0.35,8.9,0.523369,1.6
15,-14,15.5,-13.5,20,7,0.35,8,0.535083,1.6
15,-13,15.5,-12.5,20,20,1,14.9,0.711301,2.6
15,-12,15.5,-11.5,20,20,1,13.35,0.558575,2.25
15,-11,15.5,-10.5,20,20,1,13.8,0.682534,2.65
15,-10,15.5,-9.5,20,9,0.45,7.2,0.56358,1.95
15,-9,15.5,-8.5,20,16,0.8,11.25,0.675815,2.65
15,-8,15.5,-7.5,20,19,0.95,15.05,0.60873,2.5
15,-7,15.5,-6.5,20,20,1,12.55,0.750138,3.05
15,-6,15.5,-5.5,20,9,0.45,4.2,0.662392,1.85
15,-5,15.5,-4.5,20,19,0.95,13.1,0.690256,2.8
15,-4,15.5,-3.5,20,17,0.85,9.6,0.529491,2.4
15,-3,15.5,-2.5,20,19,0.95,10.85,0.682517,2.65
15,-2,15.5,-1.5,20,5,0.25,3.25,0.588045,1.8
15,-1,15.5,-0.5,20,18,0.9,12,0.718901,2.95
15,0,15.5,0.5,20,20,1,11.65,0.53873,2.55
15,1,15.5,1.5,20,19,0.95,11.8,0.763888,2.8
15,2,15.5,2.5,20,6,0.3,6.4,0.58079,1.7
15,3,15.5,3.5,20,18,0.9,9.5,0.673921,2.65
15,4,15.5,4.5,20,18,0.9,10.6,0.546757,2.4
15,5,15.5,5.5,20,19,0.95,14.55,0.736363,3
15,6,15.5,6.5,20,5,0.25,3.5,0.578718,1.75
15,7,15.5,7.5,20,20,1,11.85,0.709729,2.8
15,8,15.5,8.5,20,20,1,13.5,0.550857,2.5
15,9,15.5,9.5,20,20,1,15.75,0.850218,2.75
15,10,15.5,10.5,20,4,0.2,5.15,0.576713,1.8
15,11,15.5,11.5,20,20,1,13.35,0.693929,2.5
15,12,15.5,12.5,20,20,1,12,0.545526,2.45
15,13,15.5,13.5,20,19,0.95,20.1,0.737736,2.45
15,14,15.5,14.5,20,5,0.25,10.95,0.61358,1.7
15,15,15.5,15.5,20,20,1,19.3,0.736595,2.85
15,16,15.5,16.5,20,20,1,19.05,0.545583,2.35
16,-16,16.5,-15.5,20,0,0,0.1,0.18192,0.1
16,-15,16.5,-14.5,20,2,0.1,1.1,0.363835,0.65
16,-14,16.5,-13.5,20,2,0.1,0.7,0.349097,0.45
16,-13,16.5,-12.5,20,7,0.35,8.55,0.502285,1.7
16,-12,16.5,-11.5,20,7,0.35,9.35,0.349843,1.35
16,-11,16.5,-10.5,20,10,0.5,11.15,0.553393,1.8
16,-10,16.5,-9.5,20,2,0.1,1.15,0.370877,0.7
16,-9,16.5,-8.5,20,9,0.45,11.95,0.558043,1.7
16,-8,16.5,-7.5,20,9,0.45,10.15,0.34586,1.45
16,-7,16.5,-6.5,20,10,0.5,12.75,0.603862,1.8
16,-6,16.5,-5.5,20,3,0.15,5.55,0.403297,0.9
16,-5,16.5,-4.5,20,12,0.6,12.5,0.578744,1.9
16,-4,16.5,-3.5,20,13,0.65,10.45,0.400753,1.65
16,-3,16.5,-2.5,20,14,0.7,13.55,0.547189,2.05
16,-2,16.5,-1.5,20,2,0.1,1.7,0.378029,0.75
16,-1,16.5,-0.5,20,10,0.5,12.4,0.547862,2
16,0,16.5,0.5,20,14,0.7,12.35,0.366296,1.75
16,1,16.5,1.5,20,15,0.75,12.8,0.527837,2
16,2,16.5,2.5,20,4,0.2,4.35,0.376379,1.1
16,3,16.5,3.5,20,18,0.9,11.4,0.502408,2.1
16,4,16.5,4.5,20,18,0.9,12.8,0.37412,1.9
16,5,16.5,5.5,20,14,0.7,10.9,0.51583,2
16,6,16.5,6.5,20,4,0.2,3.2,0.382602,1.1
16,7,16.5,7.5,20,16,0.8,12.35,0.605296,2.05
16,8,16.5,8.5,20,18,0.9,12,0.331059,1.9
16,9,16.5,9.5,20,20,1,14.35,0.572028,2.2
16,10,16.5,10.5,20,8,0.4,4.65,0.333084,1.35
16,11,16.5,11.5,20,20,1,15.4,0.562872,2.25
16,12,16.5,12.5,20,20,1,14.5,0.330281,2
16,13,16.5,13.5,20,20,1,18.45,0.543556,2.3
16,14,16.5,14.5,20,9,0.45,8.85,0.374323,1.45
16,15,16.5,15.5,20,20,1,18.65,0.55049,2.3
16,16,16.5,16.5,20,20,1,22.1,0.380073,2
